id	title	description	link	image_link	additional_image_link	availability	price	sale_price	cost_of_goods_sold	brand	gtin	mpn	identifier_exists	product_type	product_weight	shipping_weight	google_product_category	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	condition	adult	age_group	gender	color	material	pattern	size	item_group_id
A0094	Vibráló LED műcsali	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etKiválóan alkalmas ragadozó halakhozÚjratölthető akkumulátorralVibrál és világít a víz alatt	https://tutitermekek.hu/hobbi-sportturafelszerelesek-vibralo-led-csali?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0094%20csali/0_Electric-Vibration-Twitching-Fishing-Lures-USB-Rechargeable-LED-Lure-Wobblers-Lifelike-Hard-Baits-Minnow-Bait-Fishing.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0094%20csali/0_Electric-Vibration-Twitching-Fishing-Lures-USB-Rechargeable-LED-Lure-Wobblers-Lifelike-Hard-Baits-Minnow-Bait-Fishing.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0094%20csali/1_Electric-Vibration-Twitching-Fishing-Lures-USB-Rechargeable-LED-Lure-Wobblers-Lifelike-Hard-Baits-Minnow-Bait-Fishing.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0094%20csali/2_Electric-Vibration-Twitching-Fishing-Lures-USB-Rechargeable-LED-Lure-Wobblers-Lifelike-Hard-Baits-Minnow-Bait-Fishing.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0094%20csali/5_Electric-Vibration-Twitching-Fishing-Lures-USB-Rechargeable-LED-Lure-Wobblers-Lifelike-Hard-Baits-Minnow-Bait-Fishing.jpg	in stock	2890 HUF			Skycandle			No	Hobbi, sport > Túra és utazás	34.00 g	34.00 g		Túra és utazás					New	No							
A0849	Öntöző szett - 15 m flexibilis, szövet tömlő, dobbal, 7 az 1-ben szórófej, csatlakozók	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etFlexibilis, könnyen és gyorsan feltekerhetőKompakt, kis helyen is elfér7 féle permetezési mód	https://tutitermekek.hu/otthon-barkacs-138kerti_felszerelesek-ontozo-szett-15-m-flexibilis-szovet-tomlo-dobbal-7-az-1-ben-szorofej-csatlakozok?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-11348C/01_11348C_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-11348C/01_11348C_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-11348C/02_11348C_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-11348C/03_11348C_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-11348C/04_11348C_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-11348C/05_11348C_web.jpg	in stock	5990 HUF	5590 HUF		OEM			No	Otthon > Kerti felszerelések	1112.00 g	1112.00 g		Kerti felszerelések					New	No							
A0219	Retro kézi játékkonzol 400 játékkal !	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etErős akkumulátorNagy előre telepített játék kínálatA Retro szerelmeseinek kötelező kellék	https://tutitermekek.hu/elektronika-szorakozasjatekok-retro-kezi-jatekkonzol-400-jatekkal?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0219/06_A0219_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0219/08_A0219_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0219/04_A0219_web.jpg	in stock	6390 HUF			Skycandle	699252923184		No	Otthon > Black Friday	158.00 g	158.00 g		Játékok	Készletkisöprés	Kiárusítás 	Black Friday	Tuti Toptermékek	New	No							
A0228	LED szerelőlámpa	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  Masszív kialakításErgonomikus markolatNagy teljesítményű 600 Lumenes LED-ek	https://tutitermekek.hu/barkacs_szerszamlampa_vilagitas-led-szerelolampa?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0228/71XU-lr1wyL._AC_SL1500_.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0228/71XU-lr1wyL._AC_SL1500_.jpg	in stock	8290 HUF			Smartwares	5055610836698		No	Barkács > Lámpák				Lámpák	Legtutibb újdonságok				New	No							
A0251	Jar mosogatószer 900 ml - gránátalma	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etHosszantartó tisztítóerőRagyogó tisztaságot biztosít az edényekenA megdermedt zsírt is könnyedén eltávolítja	https://tutitermekek.hu/otthon-barkacs-138konyhai_termekek-jar-mosogatoszer-900-ml-granatalma?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Jar/ShotType1_540x540.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Jar/ShotType1_540x540.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Jar/c700x420.jpg	in stock	2190 HUF	1690 HUF		Jar			No	Otthon > Háztartási vegyiáru	965.00 g	965.00 g		Háztartási vegyiáru	Legtutibb újdonságok				New	No							
A0252	Ariel Pods Spring Mosókapszula, 13 Mosáshoz	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etEgyszerű használatEltünteti a foltokat és ragyogóvá varázsolja a ruhákatAlacsony hőmérsékleten is kiváló tisztító hatás	https://tutitermekek.hu/otthon-barkacs-138furdoszobai_kiegeszitok-ariel-pods-spring-mosokapszula-14-mosashoz?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0252/06_A0252_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Ariel/washing-machine-1.png	in stock	2890 HUF			Ariel			No	Otthon > Háztartási vegyiáru	389.00 g	389.00 g		Háztartási vegyiáru	Legtutibb újdonságok				New	No							
A0253	Dove Original 48h izzadásgátló spray dezodor	Nálunk biztonságos a vásárlás!Hosszantartó komfort- és tisztaságérzetet biztosítVéd a kellemetlen szagoktólMinden bőrtípusra használható	https://tutitermekek.hu/egeszseg-szepseghigienia-dove-original-48h-izzadasgatlo-spray-dezodor?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Dove/dove-original-izzadasgatlo-spray-dezodor-48h___24.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Dove/dove-original-izzadasgatlo-spray-dezodor-48h___24.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/Dove/90e455a763f168824aea8c66665ec3c94fa2ebc9.png	in stock	1990 HUF			Dove	8000630040843		No	Szépség, Egészség > Kozmetikumok, testápolási termékek				Kozmetikumok, testápolási termékek	Fürdőszobai kiegészítők	Higiénia	Legtutibb újdonságok	Egyéb otthoni termékek	New	No							
A0254	Head & Shoulders Menthol korpásodás elleni sampon, 400 ml	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etA világ 1. számú samponmárkájaRendszeres használattal teljesen korpamentessé varázsolja a fejbőrtBőrgyógyászatilag tesztelt, pH semleges	https://tutitermekek.hu/egeszseg-szepseghigienia-head-and-shoulders-menthol-korpasodas-elleni-sampon-400-ml?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/sampon/Head-Shoulders-Cool-Menthol-Shampoo-180ml.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/sampon/Head-Shoulders-Cool-Menthol-Shampoo-180ml.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/sampon/201402-omag-shampoo-949x534.jpg	in stock	3990 HUF			Head & Shoulders	4015600745936		No	Szépség, Egészség > Higiénia	418.00 g	418.00 g		Fürdőszobai kiegészítők	Higiénia	Egyéb otthoni termékek	Legtutibb újdonságok		New	No							
10622	Csőfogó - 45°-os pofával	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  Ergonomikus gumírozott nyélMasszív kialakításEzermesterek számára kötelező kellék	https://tutitermekek.hu/barkacs_szerszamszerszamok-csofogo-45-os-pofaval?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-10622/01_10622_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-10622/01_10622_web.jpg	out of stock	3990 HUF			Handy	5055610827177		No	Barkács > Kézi Szerszámok	384.00 g	384.00 g		Kézi Szerszámok					New	No							
A0263	Lenor Spring Awakening Textilöblítő koncentrátum - 930 ml	Nálunk biztonságos a vásárlás!Textilöblítő tavaszi virágillattal és egy cseppnyi fehércédrus-aromávalHosszantartó frissesség, finom illatPuha és kényelmes tapintásúvá varázsolja ruháid	https://tutitermekek.hu/otthon-barkacs-138furdoszobai_kiegeszitok-lenor-spring-awakening-textiloblito-koncentratum-930-ml?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0263/ShotType1_540x540%20%281%29.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0263/ShotType1_540x540%20%281%29.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0263/6.jpg	in stock	1990 HUF			OEM			No	Otthon > Háztartási vegyiáru				Háztartási vegyiáru	Legtutibb újdonságok				New	No							
A0256	Zewa Deluxe 3 rétegű WC papír, barackos, 8 tekercs	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et3 rétegű WC papírBarack illattalAz Aqua Tube technológiának köszönhetően biológiailag lebomló	https://tutitermekek.hu/otthon-barkacs-138furdoszobai_kiegeszitok-zewa-deluxe-3-retegu-wc-papir-barackos-8-tekercs?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0256/res_cb3b8dc89517d9c3630fc0539f39d287_full.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0256/res_cb3b8dc89517d9c3630fc0539f39d287_full.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0256/unnamed.jpg	in stock	2990 HUF			Zewa	7322541171791		No	Otthon > Háztartási vegyiáru	760.00 g	760.00 g		Fürdőszobai kiegészítők	Higiénia	Háztartási vegyiáru	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
A0255	Tomi Max Power mosószer - 20 mosáshoz	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etHosszantartó frissességEltünteti a foltokat és ragyogóvá varázsolja a ruhákatAlacsony hőmérsékleten is kiváló tisztító hatás, 20-95 fokig!	https://tutitermekek.hu/egeszseg-szepseghigienia-tomi-max-power-mosozser-20-mosashoz?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0255/54972_se1_48cd1_back-full.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0255/54972_se1_48cd1_back-full.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0255/clean-clothes-e1553260519541.jpg	in stock	3090 HUF	2490 HUF		OEM			No	Otthon > Háztartási vegyiáru	1121.00 g	1121.00 g		Háztartási vegyiáru	Legtutibb újdonságok				New	No							
A0258	Baba kényeztető tusfürdő kakaóvajjal	Nálunk biztonságos a vásárlás!Gyengéd ápolás 1920 óta!Kíméletesen tisztít és hidratálMindennapos használatra	https://tutitermekek.hu/egeszseg-szepseghigienia-baba-kenyezteto-tusfurdo-kakaovajjal?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0258/baba-kakaovaj-tusfurdo-400-ml-20191206-8711600748934.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0258/baba-kakaovaj-tusfurdo-400-ml-20191206-8711600748934.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0258/Benefits-of-Bath-900x500.jpg	in stock	1990 HUF	1790 HUF		Baba	8711600748934		No	Szépség, Egészség > Kozmetikumok, testápolási termékek				Fürdőszobai kiegészítők	Higiénia	Kozmetikumok, testápolási termékek	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
A0262	Elmex Sensitive fogkrém aminfluoriddal	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etKlinikailag igazolt formula a fogérzékenység megelőzéséreAz aminfluorid folyamatosan erősíti a fogakat, véd a fogszuvasodás ellenGyengéden ápol	https://tutitermekek.hu/egeszseg-szepseghigienia-elmex-sensitive-fogkrem-aminfluoriddal?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0262/unipatika_6371_ELMEX_Sensitive_fogkrem_75ml_.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0262/unipatika_6371_ELMEX_Sensitive_fogkrem_75ml_.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0262/sc600x600.jpg	in stock	2790 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	108.00 g	108.00 g		Fürdőszobai kiegészítők	Higiénia	Kozmetikumok, testápolási termékek	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
A0257	Gillette Blue 3 borotva - 3 db	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etArckontúrhoz igazodó billenőfejKrómbevonatú, bőrfelület érzékelő pengékMinden bőrtípusra használható	https://tutitermekek.hu/egeszseg-szepseghigienia-gillette-blue-3-comfort-borotva-3-db?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0257/04_A0257_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0257/955749032.09712.jpg	in stock	2590 HUF			Gillette	7702018949946		No	Szépség, Egészség > Kozmetikumok, testápolási termékek	60.00 g	60.00 g		Fürdőszobai kiegészítők	Higiénia	Kozmetikumok, testápolási termékek	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
A0260	Gillette Series Sensitive Skin borotvagél	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etSegíti a könnyű borotválkozástNyugtatja és hidratálja az arcbőrtMinden bőrtípusra használható	https://tutitermekek.hu/gillette-series-pure-sensitive-borotvazsele?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0260/03_A0260_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0257/955749032.09712.jpg	in stock	2690 HUF			Gillette	7702018442423		No	Szépség, Egészség > Kozmetikumok, testápolási termékek	282.00 g	282.00 g		Higiénia	Kozmetikumok, testápolási termékek	Fürdőszobai kiegészítők	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
A0266	Vanish Oxi Action folttisztító folyadék - 1 liter	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etLenyűgöző folteltávolítás akár egyszeri használattalSelyem és gyapjúruhákhoz is használhatóA más mosószerek okozta foltokat is könnyedén eltávolítja	https://tutitermekek.hu/egeszseg-szepseghigienia-vanish-oxi-action-folttisztito-folyadek-1-liter?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0266/ShotType1_540x540.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0266/ShotType1_540x540.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0266/dirty-clothes.jpg	in stock	2890 HUF			OEM			No	Otthon > Háztartási vegyiáru	1105.00 g	1105.00 g		Háztartási vegyiáru					New	No							
A0265W	Old Spice Wolfthorn izzadásgátló dezodor stift	Nálunk biztonságos a vásárlás!48 órás védelem az izzadás ellenElillanásnak ellenálló technológiával, hogy egész nap jó illatod legyen!Férfias illattal ruház fel és nem hagy fehér/sárga foltokat a ruhán	https://tutitermekek.hu/old-spice-wolfthorn-izzadasgatlo-dezodor-stift-1151?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0265W/ShotType1_540x540.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0265W/ShotType1_540x540.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0265W/0475209-1.jpg	in stock	2490 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek				Higiénia	Kozmetikumok, testápolási termékek	Egyéb otthoni termékek	Legtutibb újdonságok		New	No							
A0270	Hawaiian Tropic Satin Protection Napozótej 180 ml SPF 30	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etVédi a bőrt az UV-sugárzás okozta károsodásoktólTáplál, ápol, hidratálKönnyen szétkenhető, nem hagy zsíros érzetet a bőrön	https://tutitermekek.hu/hawaiian-tropic-satine-protection-napozotej-180ml-spf-50?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0270/02_A0270_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0270/HT-SPSPF50-180.jpg	in stock	4690 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	211.00 g	211.00 g		Túra és utazás	Kozmetikumok, testápolási termékek	Legtutibb újdonságok			New	No							
A0271	Fructis Hair Food Hajpakolás 390ml Papaya	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etMinőségében javítja a haj szerkezetétFinom illatot kölcsönöz hajadnakBalzsamként, hajpakolásként vagy nem kiöblítendő ápolóként	https://tutitermekek.hu/egeszseg-szepsegkozmetikumok_testapolasi_termekek-fructis-hair-food-hajpakolas-390-ml-papaya?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0271/garnier-fructis-papaya-hair-food-3in1-hajmaszks9.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0271/garnier-fructis-papaya-hair-food-3in1-hajmaszks9.png	in stock	3090 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	445.00 g	445.00 g		Kozmetikumok, testápolási termékek	Legtutibb újdonságok				New	No							
A0273Z	Garnier Skin Naturals 3 az 1-ben micellás víz kombinált és érzékeny bőrre - 400 ml	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  Az ellenálló sminket is eltávolítjaÉrzékeny bőrre is használhatóParfümmentes, bőrgyógyászatilag tesztelt	https://tutitermekek.hu/egeszseg-szepsegkozmetikumok_testapolasi_termekek-garnier-skin-naturals-3-az-1-ben-micellas-viz-kombinalt-es-erzekeny-borre-400-ml?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0273Z/garnier-skin-naturals-3-az-1-ben-micellas-viz-kombinalt-es-erzekeny-borre___14.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0273Z/garnier-skin-naturals-3-az-1-ben-micellas-viz-kombinalt-es-erzekeny-borre___14.jpg	in stock	2890 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	207.00 g	207.00 g		Kozmetikumok, testápolási termékek	Legtutibb újdonságok				New	No							
A0274	Garnier Pure Active mitesszerek elleni, aktív szén maszk	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etTermészetes eredetű szenet és szalicilsavat tartalmazÖsszehúzza és tisztítja a pórusokatEltávolítja a mitesszereket	https://tutitermekek.hu/egeszseg-szepsegkozmetikumok_testapolasi_termekek-garnier-pure-active-mitesszerek-elleni-lehuzhato-aktiv-szen-maszk?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0274/03_A0274_web.jpg		in stock	2590 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	187.00 g	187.00 g		Kozmetikumok, testápolási termékek	Legtutibb újdonságok				New	No							
A0276E	L'OREAL Paris Age Specialist 55+ ránctalanító, helyreállító éjszakai krém	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etTáplálás és ráncok csökkentéseAz arckontúr formálásáértPigmentfoltok csökkentése	https://tutitermekek.hu/loreal-paris-age-specialist-55-ranctalanito-helyreallito-ejszakai-krem?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0276N/loreal-paris-age-specialist-55-ranctalanito-helyreallito-nappali-krem___21.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0276E/3600522632436_t1.png	in stock	4090 HUF			Loreal	3600522632436		No	Szépség, Egészség > Kozmetikumok, testápolási termékek	180.00 g	180.00 g		Kozmetikumok, testápolási termékek	Legtutibb újdonságok				New	No							
A0280	Syoss Korpásodás Elleni sampon - 440 ml	Nálunk biztonságos a vásárlás!Eltávolítja a látható korpátHosszantartó korpamentes hatásMegszünteti a viszketést	https://tutitermekek.hu/egeszseg-szepsegkozmetikumok_testapolasi_termekek-syoss-korpasodas-elleni-sampon-500-ml?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0280/res_c4737d61900df906bdc68a2ac398e9cd_full.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0280/res_c4737d61900df906bdc68a2ac398e9cd_full.jpg	in stock	2490 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek				Fürdőszobai kiegészítők	Higiénia	Kozmetikumok, testápolási termékek	Egyéb otthoni termékek	Legtutibb újdonságok	New	No							
A0285	Off! Protect szúnyogriasztó pumpás 100ml	Nálunk biztonságos a vásárlás!Kellemes illatúNem ragacsos, nem hagy foltot Távoltartja a szúnyogokat és kullancsokat	https://tutitermekek.hu/egeszseg-szepsegkozmetikumok_testapolasi_termekek-off-protect-szunyogriaszto-pumpas-100-ml?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0285/ShotType1_540x540.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0285/ShotType1_540x540.jpg	in stock	1790 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek				Kerti felszerelések	Higiénia	Túra és utazás	Kozmetikumok, testápolási termékek	Legtutibb újdonságok	New	No							
A0286	Air Wick Fresh Matic illatosító készülék + utántöltő 250ml Pure Tavaszi Szellő	Nálunk biztonságos a vásárlás!Kellemes tavaszi illatAutomatikus légfrissítés60 napig elegendő illatosító alacsony intenzitás mellett	https://tutitermekek.hu/otthon-barkacs-138otthoni_elektronika-air-wick-freshmatic-illatosito-keszulek-utantolto-250-ml-pure-tavaszi-szello?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0286/air-wick-komplet-250ml-freshmatic-legfrissito-feher-utantoltovel-friss-szello.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0286/air-wick-komplet-250ml-freshmatic-legfrissito-feher-utantoltovel-friss-szello.jpg	in stock	3990 HUF			Air Wick	5997321757940		No	Otthon > Otthoni elektronika				Fürdőszobai kiegészítők	Otthoni elektronika	Legtutibb újdonságok			New	No							
A0286U	Air Wick Fresh Matic illatosító utántöltő - 250 ml levendula	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etLevendula illattal60 napra elegendőAir Wick készülékekhez tökéletes	https://tutitermekek.hu/otthon-barkacs-138haztartasi_vegyiaru-air-wick-fresh-matic-illatosito-utantolto-250-ml-levedula?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0286U/res_c76e69b6815dcf9b9a342c4973e4cf74_full.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0286U/res_c76e69b6815dcf9b9a342c4973e4cf74_full.png	in stock	1990 HUF			OEM			No	Otthon > Háztartási vegyiáru	253.00 g	253.00 g		Háztartási vegyiáru	Legtutibb újdonságok				New	No							
A0288L	Adidas Natural Spray Női 75ml Vitality	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etEnergikus illat75 ml-es kiszerelésGyümölcsös, virágos, könnyed illat	https://tutitermekek.hu/adidas-natural-spray-noi-75ml-vitality?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0288/A0288L/adidas-natural-vitality-spray-dezodor-holgyeknek___22.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0288/A0288L/adidas-natural-vitality-spray-dezodor-holgyeknek___22.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0288/A0288L/adidas-natural-vitality-spray-dezodor-holgyeknek___22%20%281%29.jpg	in stock	2790 HUF			OEM			No	Szépség, Egészség > Kozmetikumok, testápolási termékek	209.00 g	209.00 g		Higiénia	Kozmetikumok, testápolási termékek	Legtutibb újdonságok			New	No							
